tender_id,project_name,vendor_name,bid_amount,estimated_amount,status,submission_date
T351,"Solar Street Lighting - Burdwan","Rajasthan Civil Works",2479000,2239000,SUBMITTED,2024-05-12T00:00:00Z
T352,"Check Dam Construction - Jalpaiguri","Green Infra Pvt Ltd",12676000,13668000,AWARDED,2024-03-16T00:00:00Z
T352,"Check Dam Construction - Jalpaiguri","Bengal Group",12106000,13668000,SUBMITTED,2024-03-19T00:00:00Z
T352,"Check Dam Construction - Jalpaiguri","Sunrise Constructions Pvt Ltd",13417000,13668000,ACTIVE,2024-03-18T00:00:00Z
T353,"Public Toilet Block (SBMG) - Jalpaiguri","Larsen Works",1190000,1380000,AWARDED,2024-04-21T00:00:00Z
T353,"Public Toilet Block (SBMG) - Jalpaiguri","Saraswati Constructions Pvt Ltd",1344000,1380000,ACTIVE,2024-04-23T00:00:00Z
T353,"Public Toilet Block (SBMG) - Jalpaiguri","Royal Developers",1258000,1380000,ACTIVE,2024-04-22T00:00:00Z
T354,"Primary Health Sub-Centre Construction - Jalpaiguri","Sunrise Services",4022000,4692000,AWARDED,2024-08-11T00:00:00Z
T354,"Primary Health Sub-Centre Construction - Jalpaiguri","Ramesh Corporation",5044000,4692000,SUBMITTED,2024-08-13T00:00:00Z
T354,"Primary Health Sub-Centre Construction - Jalpaiguri","ABC Civil Works",4592000,4692000,SUBMITTED,2024-08-12T00:00:00Z
T355,"Panchayat Community Hall - Bankura","Pioneer Builders",12931000,14742000,AWARDED,2024-05-07T00:00:00Z
T355,"Panchayat Community Hall - Bankura","Sai Contractors",16039000,14742000,ACTIVE,2024-05-10T00:00:00Z
T356,"Water Supply Pipeline Installation - Bankura","AFCONS Infra Ltd",18804000,19979000,AWARDED,2024-07-06T00:00:00Z
T356,"Water Supply Pipeline Installation - Bankura","NCC Infrastructure",18473000,19979000,SUBMITTED,2024-07-07T00:00:00Z
T357,"Public Toilet Block (SBMG) - Bankura","Durga Infrastructure",1386000,1631000,AWARDED,2024-05-10T00:00:00Z
T357,"Public Toilet Block (SBMG) - Bankura","Jai Engineering Ltd",1797000,1631000,SUBMITTED,2024-05-11T00:00:00Z
T358,"Solar Street Lighting - Bankura","Vimal Engineering Ltd",6327000,7051000,AWARDED,2024-10-20T00:00:00Z
T358,"Solar Street Lighting - Bankura","Gujarat Corporation",6974000,7051000,ACTIVE,2024-10-24T00:00:00Z
T359,"Water Supply Pipeline Installation - Visakhapatnam","Shiva Constructions Pvt Ltd",12045000,13102000,AWARDED,2024-02-29T00:00:00Z
T359,"Water Supply Pipeline Installation - Visakhapatnam","XYZ Enterprises",13697000,13102000,SUBMITTED,2024-03-03T00:00:00Z
T360,"Rural Road Construction - Visakhapatnam","Era Associates",22610000,24290000,AWARDED,2024-07-12T00:00:00Z
T360,"Rural Road Construction - Visakhapatnam","J Kumar Civil Works",23870000,24290000,ACTIVE,2024-07-13T00:00:00Z
T360,"Rural Road Construction - Visakhapatnam","Era Group",26960000,24290000,SUBMITTED,2024-07-16T00:00:00Z
T361,"Primary Health Sub-Centre Construction - Visakhapatnam","Andhra Developers",3925000,4357000,AWARDED,2024-06-27T00:00:00Z
T361,"Primary Health Sub-Centre Construction - Visakhapatnam","Andhra Infrastructure",4369000,4357000,ACTIVE,2024-06-29T00:00:00Z
T362,"Solid Waste Management System - Vijayawada","Bengal Associates",3977000,4398000,AWARDED,2024-02-04T00:00:00Z
T362,"Solid Waste Management System - Vijayawada","Apex Constructions Pvt Ltd",4071000,4398000,SUBMITTED,2024-02-05T00:00:00Z
T362,"Solid Waste Management System - Vijayawada","Shapoorji Solutions",4777000,4398000,ACTIVE,2024-02-05T00:00:00Z
T363,"Soil Conservation Works - Vijayawada","Rajasthan Group",2593000,2877000,AWARDED,2024-02-22T00:00:00Z
T363,"Soil Conservation Works - Vijayawada","National Services",3227000,2877000,ACTIVE,2024-02-26T00:00:00Z
T364,"Rural Road Construction - Vijayawada","Ganga Developers",11206000,13087000,AWARDED,2024-06-22T00:00:00Z
T364,"Rural Road Construction - Vijayawada","Krishna Infrastructure",12520000,13087000,SUBMITTED,2024-06-24T00:00:00Z
T364,"Rural Road Construction - Vijayawada","J Kumar Projects",13464000,13087000,SUBMITTED,2024-06-26T00:00:00Z
T365,"Rural Road Construction - Guntur","Marwar Enterprises",20069000,21656000,AWARDED,2024-07-06T00:00:00Z
T365,"Rural Road Construction - Guntur","NCC Services",20287000,21656000,ACTIVE,2024-07-10T00:00:00Z
T366,"Cattle Shed and Veterinary Centre - Guntur","Jai Contractors",4720000,4981000,AWARDED,2024-06-28T00:00:00Z
T366,"Cattle Shed and Veterinary Centre - Guntur","Era Projects",5335000,4981000,SUBMITTED,2024-06-29T00:00:00Z
T366,"Cattle Shed and Veterinary Centre - Guntur","Tata Builders",5447000,4981000,SUBMITTED,2024-07-01T00:00:00Z
T367,"Public Toilet Block (SBMG) - Guntur","Saraswati Works",787000,914000,AWARDED,2024-07-13T00:00:00Z
T367,"Public Toilet Block (SBMG) - Guntur","Ambika Group",944000,914000,ACTIVE,2024-07-17T00:00:00Z
T367,"Public Toilet Block (SBMG) - Guntur","Larsen Projects",979000,914000,SUBMITTED,2024-07-15T00:00:00Z
T368,"Rainwater Harvesting Structure - Guntur","Premier Infra Pvt Ltd",5109000,5834000,AWARDED,2024-01-31T00:00:00Z
T368,"Rainwater Harvesting Structure - Guntur","PQR Projects",6362000,5834000,SUBMITTED,2024-02-04T00:00:00Z
T368,"Rainwater Harvesting Structure - Guntur","AFCONS Works",6413000,5834000,SUBMITTED,2024-02-04T00:00:00Z
T369,"Water Supply Pipeline Installation - Nellore","Lakshmi Associates",9665000,10577000,AWARDED,2024-03-26T00:00:00Z
T369,"Water Supply Pipeline Installation - Nellore","Green Corporation",10821000,10577000,SUBMITTED,2024-03-27T00:00:00Z
T370,"Rural Bridge Construction - Nellore","Kalinga Infrastructure",36209000,41958000,AWARDED,2024-01-04T00:00:00Z
T370,"Rural Bridge Construction - Nellore","Sahyadri Infra Pvt Ltd",44101000,41958000,ACTIVE,2024-01-08T00:00:00Z
T370,"Rural Bridge Construction - Nellore","Jai Infrastructure",45458000,41958000,ACTIVE,2024-01-07T00:00:00Z
T371,"Cold Storage Facility - Nellore","XYZ Enterprises",20830000,23589000,AWARDED,2024-05-23T00:00:00Z
T371,"Cold Storage Facility - Nellore","Ahluwalia Constructions Pvt Ltd",23291000,23589000,SUBMITTED,2024-05-27T00:00:00Z
T372,"Skill Development Training Centre - Kurnool","Pratap Group",10760000,12033000,AWARDED,2024-10-05T00:00:00Z
T372,"Skill Development Training Centre - Kurnool","Andhra Engineering Ltd",11710000,12033000,SUBMITTED,2024-10-08T00:00:00Z
T373,"Skill Development Training Centre - Kurnool","AFCONS Engineering",6907000,7364000,AWARDED,2024-03-31T00:00:00Z
T373,"Skill Development Training Centre - Kurnool","Andhra Civil Works",7392000,7364000,SUBMITTED,2024-04-04T00:00:00Z
T374,"Fair Price Shop Construction - Kurnool","National Enterprises",1626000,1783000,AWARDED,2024-08-22T00:00:00Z
T374,"Fair Price Shop Construction - Kurnool","Ramesh Civil Works",1581000,1783000,ACTIVE,2024-08-23T00:00:00Z
T374,"Fair Price Shop Construction - Kurnool","Pioneer Contractors",1702000,1783000,ACTIVE,2024-08-25T00:00:00Z
T375,"Rural Bridge Construction - Kurnool","Krishna Builders",21150000,23575000,AWARDED,2024-04-15T00:00:00Z
T375,"Rural Bridge Construction - Kurnool","NCC Enterprises",25107000,23575000,SUBMITTED,2024-04-17T00:00:00Z
T376,"PMGSY Road Upgradation - Tirupati","Simplex Engineering Ltd",25268000,28434000,AWARDED,2024-06-29T00:00:00Z
T376,"PMGSY Road Upgradation - Tirupati","Shiva Infra Ltd",30307000,28434000,ACTIVE,2024-07-02T00:00:00Z
T376,"PMGSY Road Upgradation - Tirupati","ABC Engineering Ltd",30471000,28434000,SUBMITTED,2024-06-30T00:00:00Z
T377,"Borewell and Handpump Installation - Tirupati","Royal Associates",1624000,1883000,AWARDED,2024-09-06T00:00:00Z
T377,"Borewell and Handpump Installation - Tirupati","Om Infra Pvt Ltd",2064000,1883000,SUBMITTED,2024-09-07T00:00:00Z
T377,"Borewell and Handpump Installation - Tirupati","Premier Associates",1882000,1883000,SUBMITTED,2024-09-10T00:00:00Z
T378,"Anganwadi Centre Construction - Tirupati","Pioneer Constructions Pvt Ltd",2087000,2409000,AWARDED,2024-04-30T00:00:00Z
T378,"Anganwadi Centre Construction - Tirupati","Bengal Constructions",2161000,2409000,SUBMITTED,2024-05-04T00:00:00Z
T379,"Community Pond Renovation - Rajahmundry","Sunrise Enterprises",3155000,3323000,AWARDED,2024-06-28T00:00:00Z
T379,"Community Pond Renovation - Rajahmundry","Maharashtra Solutions",3164000,3323000,SUBMITTED,2024-06-30T00:00:00Z
T380,"Public Toilet Block (SBMG) - Rajahmundry","Simplex Engineering",742000,837000,AWARDED,2024-02-05T00:00:00Z
T380,"Public Toilet Block (SBMG) - Rajahmundry","Marwar Constructions Pvt Ltd",774000,837000,SUBMITTED,2024-02-09T00:00:00Z
T380,"Public Toilet Block (SBMG) - Rajahmundry","Tamil Engineering",899000,837000,SUBMITTED,2024-02-08T00:00:00Z
T381,"Community Pond Renovation - Rajahmundry","Ramesh Enterprises",3470000,3809000,AWARDED,2024-10-08T00:00:00Z
T381,"Community Pond Renovation - Rajahmundry","Apex Civil Works",3622000,3809000,SUBMITTED,2024-10-10T00:00:00Z
T382,"Panchayat Community Hall - Kakinada","AFCONS Infra Pvt Ltd",5636000,6621000,AWARDED,2024-09-06T00:00:00Z
T382,"Panchayat Community Hall - Kakinada","Larsen Infra Ltd",6483000,6621000,SUBMITTED,2024-09-09T00:00:00Z
T382,"Panchayat Community Hall - Kakinada","Shapoorji Corporation",6982000,6621000,ACTIVE,2024-09-09T00:00:00Z
T383,"Cold Storage Facility - Kakinada","Megha Group",9514000,10947000,AWARDED,2024-04-07T00:00:00Z
T383,"Cold Storage Facility - Kakinada","Vinayak Civil Works",11832000,10947000,SUBMITTED,2024-04-11T00:00:00Z
T384,"Irrigation Canal Construction - Kakinada","Andhra Infra Ltd",25670000,27584000,AWARDED,2024-03-28T00:00:00Z
T384,"Irrigation Canal Construction - Kakinada","Krishna Solutions",25039000,27584000,ACTIVE,2024-04-01T00:00:00Z
T384,"Irrigation Canal Construction - Kakinada","Rajasthan Civil Works",28630000,27584000,SUBMITTED,2024-03-30T00:00:00Z
T385,"Rural Bridge Construction - Ongole","Kalinga Infrastructure",13636000,15439000,AWARDED,2024-03-06T00:00:00Z
T385,"Rural Bridge Construction - Ongole","Meenakshi Civil Works",16265000,15439000,SUBMITTED,2024-03-08T00:00:00Z
T386,"Rural Electrification Works - Ongole","Vinayak Works",6521000,7596000,AWARDED,2024-08-24T00:00:00Z
T386,"Rural Electrification Works - Ongole","AFCONS Construction Co",7442000,7596000,SUBMITTED,2024-08-27T00:00:00Z
T387,"Panchayat Community Hall - Ongole","Tata Engineering Ltd",4513000,5015000,AWARDED,2024-04-22T00:00:00Z
T387,"Panchayat Community Hall - Ongole","Krishna Constructions",4451000,5015000,SUBMITTED,2024-04-23T00:00:00Z
T388,"Rural Electrification Works - Anantapur","Maharashtra Constructions",3627000,4248000,AWARDED,2024-08-10T00:00:00Z
T388,"Rural Electrification Works - Anantapur","Kalinga Enterprises",4219000,4248000,SUBMITTED,2024-08-11T00:00:00Z
T388,"Rural Electrification Works - Anantapur","ABC Constructions Pvt Ltd",4009000,4248000,ACTIVE,2024-08-11T00:00:00Z
T389,"Public Toilet Block (SBMG) - Anantapur","Meenakshi Engineering Ltd",630000,702000,AWARDED,2024-03-03T00:00:00Z
T389,"Public Toilet Block (SBMG) - Anantapur","Megha Solutions",759000,702000,SUBMITTED,2024-03-04T00:00:00Z
T390,"Rainwater Harvesting Structure - Anantapur","Vinayak Civil Works",1563000,1669000,AWARDED,2024-06-14T00:00:00Z
T390,"Rainwater Harvesting Structure - Anantapur","Ganesh Infra Pvt Ltd",1713000,1669000,SUBMITTED,2024-06-16T00:00:00Z
T391,"Gram Panchayat Office Renovation - Anantapur","Pandian Engineering",2463000,2700000,AWARDED,2024-01-29T00:00:00Z
T391,"Gram Panchayat Office Renovation - Anantapur","Meenakshi Constructions Pvt Ltd",2848000,2700000,ACTIVE,2024-01-30T00:00:00Z
T391,"Gram Panchayat Office Renovation - Anantapur","Bengal Infra Ltd",3015000,2700000,SUBMITTED,2024-01-31T00:00:00Z
T392,"Cattle Shed and Veterinary Centre - Hyderabad","NCC Civil Works",4174000,4459000,AWARDED,2024-05-26T00:00:00Z
T392,"Cattle Shed and Veterinary Centre - Hyderabad","National Builders",4071000,4459000,SUBMITTED,2024-05-30T00:00:00Z
T392,"Cattle Shed and Veterinary Centre - Hyderabad","Tamil Civil Works",5007000,4459000,SUBMITTED,2024-05-27T00:00:00Z
T393,"Solar Street Lighting - Hyderabad","Andhra Constructions Pvt Ltd",5525000,6091000,AWARDED,2024-09-23T00:00:00Z
T393,"Solar Street Lighting - Hyderabad","Marwar Group",6361000,6091000,ACTIVE,2024-09-25T00:00:00Z
T394,"Soil Conservation Works - Hyderabad","Larsen Services",5649000,6411000,AWARDED,2024-04-06T00:00:00Z
T394,"Soil Conservation Works - Hyderabad","Om Works",7008000,6411000,SUBMITTED,2024-04-09T00:00:00Z
T395,"Soil Conservation Works - Hyderabad","NCC Constructions Pvt Ltd",4394000,5138000,AWARDED,2024-02-03T00:00:00Z
T395,"Soil Conservation Works - Hyderabad","Krishna Group",5403000,5138000,SUBMITTED,2024-02-04T00:00:00Z
T396,"Anganwadi Centre Construction - Warangal","Andhra Associates",1625000,1819000,AWARDED,2024-05-24T00:00:00Z
T396,"Anganwadi Centre Construction - Warangal","Island Projects",1922000,1819000,SUBMITTED,2024-05-27T00:00:00Z
T397,"Skill Development Training Centre - Warangal","Sunrise Corporation",6616000,7052000,AWARDED,2024-05-16T00:00:00Z
T397,"Skill Development Training Centre - Warangal","Shree Corporation",6831000,7052000,SUBMITTED,2024-05-20T00:00:00Z
T398,"Rural Bridge Construction - Warangal","Bengal Contractors",22135000,25405000,AWARDED,2024-09-25T00:00:00Z
T398,"Rural Bridge Construction - Warangal","Ganga Infra Pvt Ltd",27913000,25405000,SUBMITTED,2024-09-26T00:00:00Z
T398,"Rural Bridge Construction - Warangal","Krishna Engineering",26447000,25405000,SUBMITTED,2024-09-26T00:00:00Z
T399,"Rural Road Construction - Nizamabad","Gayatri Services",19246000,20862000,AWARDED,2024-06-06T00:00:00Z
T399,"Rural Road Construction - Nizamabad","Om Group",19698000,20862000,ACTIVE,2024-06-07T00:00:00Z
T399,"Rural Road Construction - Nizamabad","Larsen Engineering",18530000,20862000,SUBMITTED,2024-06-07T00:00:00Z
T400,"Solar Street Lighting - Nizamabad","Shapoorji Developers",4950000,5684000,AWARDED,2024-03-30T00:00:00Z
T400,"Solar Street Lighting - Nizamabad","Meenakshi Corporation",5581000,5684000,SUBMITTED,2024-03-31T00:00:00Z
T400,"Solar Street Lighting - Nizamabad","Ramesh Engineering Ltd",5099000,5684000,SUBMITTED,2024-03-31T00:00:00Z
T401,"Water Supply Pipeline Installation - Nizamabad","Megha Works",8463000,8933000,AWARDED,2024-07-07T00:00:00Z
T401,"Water Supply Pipeline Installation - Nizamabad","Marwar Infrastructure",9190000,8933000,SUBMITTED,2024-07-09T00:00:00Z
T402,"Solid Waste Management System - Karimnagar","Rajasthan Contractors",9767000,10675000,AWARDED,2024-10-21T00:00:00Z
T402,"Solid Waste Management System - Karimnagar","Vimal Solutions",10710000,10675000,ACTIVE,2024-10-22T00:00:00Z
T402,"Solid Waste Management System - Karimnagar","Meenakshi Infrastructure",11096000,10675000,ACTIVE,2024-10-24T00:00:00Z
T403,"Solar Street Lighting - Karimnagar","Lakshmi Engineering Ltd",5087000,5900000,AWARDED,2024-05-04T00:00:00Z
T403,"Solar Street Lighting - Karimnagar","Green Construction Co",6238000,5900000,SUBMITTED,2024-05-05T00:00:00Z
T404,"Cattle Shed and Veterinary Centre - Karimnagar","Sahyadri Infra Ltd",2712000,3017000,AWARDED,2024-02-15T00:00:00Z
T404,"Cattle Shed and Veterinary Centre - Karimnagar","Sunrise Infra Ltd",3360000,3017000,SUBMITTED,2024-02-17T00:00:00Z
T404,"Cattle Shed and Veterinary Centre - Karimnagar","Maharashtra Projects",3401000,3017000,SUBMITTED,2024-02-18T00:00:00Z
T405,"Solar Street Lighting - Khammam","Royal Constructions Pvt Ltd",1666000,1821000,AWARDED,2024-10-25T00:00:00Z
T405,"Solar Street Lighting - Khammam","KNR Engineering Ltd",1967000,1821000,SUBMITTED,2024-10-27T00:00:00Z
T406,"Drainage and Sanitation Works - Khammam","PQR Works",2324000,2665000,AWARDED,2024-10-17T00:00:00Z
T406,"Drainage and Sanitation Works - Khammam","Sai Engineering Ltd",2545000,2665000,SUBMITTED,2024-10-19T00:00:00Z
T407,"Primary Health Sub-Centre Construction - Khammam","Blue Construction Co",7121000,7788000,AWARDED,2024-06-28T00:00:00Z
T407,"Primary Health Sub-Centre Construction - Khammam","Pioneer Constructions Pvt Ltd",6863000,7788000,SUBMITTED,2024-06-30T00:00:00Z
T408,"Primary Health Sub-Centre Construction - Khammam","Krishna Developers",7226000,7923000,AWARDED,2024-09-12T00:00:00Z
T408,"Primary Health Sub-Centre Construction - Khammam","Apex Engineering",8224000,7923000,ACTIVE,2024-09-16T00:00:00Z
T409,"Rural Electrification Works - Nalgonda","XYZ Infra Pvt Ltd",7776000,8293000,AWARDED,2024-03-04T00:00:00Z
T409,"Rural Electrification Works - Nalgonda","Sai Constructions Pvt Ltd",8990000,8293000,ACTIVE,2024-03-07T00:00:00Z
T409,"Rural Electrification Works - Nalgonda","Pratap Projects",9268000,8293000,SUBMITTED,2024-03-05T00:00:00Z
T410,"Rural Road Construction - Nalgonda","Royal Solutions",7837000,8850000,AWARDED,2024-10-13T00:00:00Z
T410,"Rural Road Construction - Nalgonda","Rajasthan Builders",9727000,8850000,SUBMITTED,2024-10-16T00:00:00Z
T410,"Rural Road Construction - Nalgonda","Birla Engineering",9306000,8850000,SUBMITTED,2024-10-16T00:00:00Z
T411,"Skill Development Training Centre - Nalgonda","IRB Group",8842000,9685000,AWARDED,2024-10-13T00:00:00Z
T411,"Skill Development Training Centre - Nalgonda","KNR Construction Co",10861000,9685000,SUBMITTED,2024-10-15T00:00:00Z
T411,"Skill Development Training Centre - Nalgonda","Pandian Projects",10573000,9685000,SUBMITTED,2024-10-15T00:00:00Z
T412,"Public Toilet Block (SBMG) - Mahabubnagar","Gayatri Works",2100000,2264000,AWARDED,2024-09-05T00:00:00Z
T412,"Public Toilet Block (SBMG) - Mahabubnagar","Pioneer Group",2334000,2264000,SUBMITTED,2024-09-09T00:00:00Z
T413,"Gram Panchayat Office Renovation - Mahabubnagar","Saraswati Solutions",2782000,3242000,AWARDED,2024-01-03T00:00:00Z
T413,"Gram Panchayat Office Renovation - Mahabubnagar","Sahyadri Infrastructure",3019000,3242000,ACTIVE,2024-01-04T00:00:00Z
T413,"Gram Panchayat Office Renovation - Mahabubnagar","NCC Developers",3584000,3242000,ACTIVE,2024-01-07T00:00:00Z
T414,"PMGSY Road Upgradation - Mahabubnagar","Larsen Constructions Pvt Ltd",15081000,16011000,AWARDED,2024-07-17T00:00:00Z
T414,"PMGSY Road Upgradation - Mahabubnagar","Apex Engineering",17226000,16011000,ACTIVE,2024-07-18T00:00:00Z
T415,"Community Pond Renovation - Ranga Reddy","Ambika Builders",2110000,2260000,AWARDED,2024-10-19T00:00:00Z
T415,"Community Pond Renovation - Ranga Reddy","Sai Builders",2365000,2260000,ACTIVE,2024-10-22T00:00:00Z
T416,"Cold Storage Facility - Ranga Reddy","Shapoorji Constructions Pvt Ltd",18987000,21606000,AWARDED,2024-07-31T00:00:00Z
T416,"Cold Storage Facility - Ranga Reddy","Green Builders",22450000,21606000,SUBMITTED,2024-08-02T00:00:00Z
T416,"Cold Storage Facility - Ranga Reddy","Lakshmi Services",22968000,21606000,SUBMITTED,2024-08-01T00:00:00Z
T417,"Tribal Welfare Hostel Construction - Ranga Reddy","National Services",7025000,7655000,AWARDED,2024-02-10T00:00:00Z
T417,"Tribal Welfare Hostel Construction - Ranga Reddy","Pandian Infra Ltd",8577000,7655000,ACTIVE,2024-02-11T00:00:00Z
T417,"Tribal Welfare Hostel Construction - Ranga Reddy","Premier Solutions",7518000,7655000,SUBMITTED,2024-02-14T00:00:00Z
T418,"Community Pond Renovation - Medak","Green Corporation",2933000,3333000,AWARDED,2024-02-21T00:00:00Z
T418,"Community Pond Renovation - Medak","Shree Infra Pvt Ltd",3536000,3333000,SUBMITTED,2024-02-22T00:00:00Z
T418,"Community Pond Renovation - Medak","Om Contractors",3089000,3333000,ACTIVE,2024-02-23T00:00:00Z
T419,"Gram Panchayat Office Renovation - Medak","Green Solutions",1253000,1367000,AWARDED,2024-02-18T00:00:00Z
T419,"Gram Panchayat Office Renovation - Medak","Kalinga Builders",1438000,1367000,SUBMITTED,2024-02-19T00:00:00Z
T420,"Soil Conservation Works - Medak","IRB Constructions Pvt Ltd",6375000,6786000,AWARDED,2024-10-25T00:00:00Z
T420,"Soil Conservation Works - Medak","Rajasthan Contractors",6988000,6786000,SUBMITTED,2024-10-28T00:00:00Z
T421,"Solid Waste Management System - Adilabad","Bengal Projects",3472000,3789000,AWARDED,2024-03-18T00:00:00Z
T421,"Solid Waste Management System - Adilabad","Shree Group",3521000,3789000,SUBMITTED,2024-03-22T00:00:00Z
T422,"Solar Street Lighting - Adilabad","Tamil Infrastructure",4390000,4627000,AWARDED,2024-01-29T00:00:00Z
T422,"Solar Street Lighting - Adilabad","Green Infra Ltd",4698000,4627000,SUBMITTED,2024-01-30T00:00:00Z
T422,"Solar Street Lighting - Adilabad","ABC Engineering Ltd",4972000,4627000,SUBMITTED,2024-01-30T00:00:00Z
T423,"Gram Panchayat Office Renovation - Adilabad","Marwar Builders",2047000,2261000,AWARDED,2024-05-02T00:00:00Z
T423,"Gram Panchayat Office Renovation - Adilabad","Om Constructions",2438000,2261000,ACTIVE,2024-05-06T00:00:00Z
T424,"Tribal Welfare Hostel Construction - Thiruvananthapuram","Lakshmi Construction Co",12020000,13687000,AWARDED,2024-06-20T00:00:00Z
T424,"Tribal Welfare Hostel Construction - Thiruvananthapuram","Krishna Group",13860000,13687000,SUBMITTED,2024-06-21T00:00:00Z
T424,"Tribal Welfare Hostel Construction - Thiruvananthapuram","ABC Contractors",13742000,13687000,SUBMITTED,2024-06-21T00:00:00Z
T425,"Irrigation Canal Construction - Thiruvananthapuram","Ram Enterprises",25170000,26757000,AWARDED,2024-01-06T00:00:00Z
T425,"Irrigation Canal Construction - Thiruvananthapuram","Vimal Works",29223000,26757000,SUBMITTED,2024-01-07T00:00:00Z
T426,"PMGSY Road Upgradation - Thiruvananthapuram","Bengal Infra Pvt Ltd",21846000,23171000,AWARDED,2024-07-29T00:00:00Z
T426,"PMGSY Road Upgradation - Thiruvananthapuram","Saraswati Civil Works",24256000,23171000,SUBMITTED,2024-07-30T00:00:00Z
T426,"PMGSY Road Upgradation - Thiruvananthapuram","Bengal Civil Works",23656000,23171000,SUBMITTED,2024-08-01T00:00:00Z
T427,"Rainwater Harvesting Structure - Kochi","KNR Solutions",3881000,4484000,AWARDED,2024-10-20T00:00:00Z
T427,"Rainwater Harvesting Structure - Kochi","Pratap Solutions",4990000,4484000,SUBMITTED,2024-10-23T00:00:00Z
T428,"Solar Street Lighting - Kochi","Jai Construction Co",2495000,2640000,AWARDED,2024-03-12T00:00:00Z
T428,"Solar Street Lighting - Kochi","Vimal Infra Ltd",2882000,2640000,SUBMITTED,2024-03-16T00:00:00Z
T428,"Solar Street Lighting - Kochi","Elite Infra Ltd",2719000,2640000,SUBMITTED,2024-03-15T00:00:00Z
T429,"Government Primary School Renovation - Kochi","Sahyadri Projects",4747000,5420000,AWARDED,2024-08-21T00:00:00Z
T429,"Government Primary School Renovation - Kochi","Ramesh Engineering",4993000,5420000,ACTIVE,2024-08-23T00:00:00Z
T430,"Check Dam Construction - Kochi","Ram Services",10294000,11592000,AWARDED,2024-03-09T00:00:00Z
T430,"Check Dam Construction - Kochi","Krishna Construction Co",12834000,11592000,ACTIVE,2024-03-12T00:00:00Z
T431,"Solid Waste Management System - Kozhikode","Shiva Associates",8568000,9933000,AWARDED,2024-05-08T00:00:00Z
T431,"Solid Waste Management System - Kozhikode","Saraswati Developers",10011000,9933000,ACTIVE,2024-05-12T00:00:00Z
T432,"Solar Street Lighting - Kozhikode","Pandian Civil Works",4481000,4768000,AWARDED,2024-08-08T00:00:00Z
T432,"Solar Street Lighting - Kozhikode","Andhra Builders",4333000,4768000,ACTIVE,2024-08-09T00:00:00Z
T432,"Solar Street Lighting - Kozhikode","Ramesh Engineering Ltd",5273000,4768000,SUBMITTED,2024-08-10T00:00:00Z
T433,"Tribal Welfare Hostel Construction - Kozhikode","Pandian Enterprises",6864000,7558000,AWARDED,2024-08-16T00:00:00Z
T433,"Tribal Welfare Hostel Construction - Kozhikode","Apex Constructions Pvt Ltd",7368000,7558000,SUBMITTED,2024-08-20T00:00:00Z
T433,"Tribal Welfare Hostel Construction - Kozhikode","Ganesh Corporation",6732000,7558000,SUBMITTED,2024-08-18T00:00:00Z
T434,"Irrigation Canal Construction - Kozhikode","Simplex Solutions",17434000,18720000,AWARDED,2024-03-11T00:00:00Z
T434,"Irrigation Canal Construction - Kozhikode","Ganesh Infra Ltd",20999000,18720000,SUBMITTED,2024-03-15T00:00:00Z
T434,"Irrigation Canal Construction - Kozhikode","Pratap Group",19585000,18720000,SUBMITTED,2024-03-12T00:00:00Z
T435,"Cold Storage Facility - Thrissur","Kalinga Projects",5848000,6388000,AWARDED,2024-07-30T00:00:00Z
T435,"Cold Storage Facility - Thrissur","Krishna Constructions",6086000,6388000,ACTIVE,2024-08-03T00:00:00Z
T435,"Cold Storage Facility - Thrissur","Rajasthan Engineering Ltd",6400000,6388000,ACTIVE,2024-07-31T00:00:00Z
T436,"Borewell and Handpump Installation - Thrissur","Krishna Contractors",2138000,2447000,AWARDED,2024-01-02T00:00:00Z
T436,"Borewell and Handpump Installation - Thrissur","Ahluwalia Corporation",2587000,2447000,SUBMITTED,2024-01-06T00:00:00Z
T437,"Fair Price Shop Construction - Thrissur","Elite Contractors",1088000,1221000,AWARDED,2024-03-30T00:00:00Z
T437,"Fair Price Shop Construction - Thrissur","Kalinga Infra Ltd",1187000,1221000,SUBMITTED,2024-04-02T00:00:00Z
T438,"Borewell and Handpump Installation - Kollam","Megha Services",1002000,1066000,AWARDED,2024-09-04T00:00:00Z
T438,"Borewell and Handpump Installation - Kollam","Lakshmi Associates",1130000,1066000,SUBMITTED,2024-09-05T00:00:00Z
T438,"Borewell and Handpump Installation - Kollam","Royal Associates",1048000,1066000,SUBMITTED,2024-09-06T00:00:00Z
T439,"Cattle Shed and Veterinary Centre - Kollam","Krishna Works",4263000,4630000,AWARDED,2024-05-05T00:00:00Z
T439,"Cattle Shed and Veterinary Centre - Kollam","AFCONS Contractors",4410000,4630000,SUBMITTED,2024-05-06T00:00:00Z
T439,"Cattle Shed and Veterinary Centre - Kollam","Shiva Works",4651000,4630000,ACTIVE,2024-05-06T00:00:00Z
T440,"Rural Road Construction - Kollam","Pandian Engineering Ltd",14194000,15632000,AWARDED,2024-09-25T00:00:00Z
T440,"Rural Road Construction - Kollam","Lakshmi Services",17642000,15632000,SUBMITTED,2024-09-28T00:00:00Z
T440,"Rural Road Construction - Kollam","Vimal Infrastructure",16378000,15632000,SUBMITTED,2024-09-29T00:00:00Z
T441,"PMGSY Road Upgradation - Kollam","Ganesh Associates",18815000,21727000,AWARDED,2024-07-23T00:00:00Z
